id,name,wiki_url,last_update,age_groups,simple_description,clinical_description
DB01993,N-(5'-Phosphopyridoxyl)-D-Alanine,,2020-06-12,,,
DB11648,Afuresertib,,2021-02-21,,,
DB02525,"D-galactohydroximo-1,5-lactam",,2020-07-02,,,
DB13907,Fusarium graminearum,http://en.wikipedia.org/wiki/Fusarium_graminearum,2020-06-12,,An extract from Fusarium graminearum used in allergy testing.,An extract from Fusarium graminearum used in allergy testing.
DB05396,Albinterferon Alfa-2B,http://en.wikipedia.org/wiki/Albinterferon,2021-02-21,,,
DB08848,Guvacine,http://en.wikipedia.org/wiki/Guvacine,2022-02-03,,,
DB09877,Corynebacterium diphtheriae,http://en.wikipedia.org/wiki/Corynebacterium_diphtheriae,2020-06-12,,,
DB15922,Cajuput oil,http://en.wikipedia.org/wiki/Cajeput_oil,2021-05-07,,An ingredient used in ointments for muscle aches and pains.,An ingredient used in topical products for mild analgesia.
DB05546,SB-743921,,2021-05-10,,,
DB00915,Amantadine,http://en.wikipedia.org/wiki/Amantadine,2022-05-02,,A medication used to treat Parkinson's and control side effects of some medications for mental conditions.,"A medication used to treat dyskinesia in Parkinson's patients receiving levodopa, as well as extrapyramidal side effects of medications."
DB09273,Doxofylline,http://en.wikipedia.org/wiki/Doxofylline,2022-02-03,,A medication used to treat certain lung diseases including asthma.,"A methylxanthine derivative used in chronic obstructive pulmonary disease, asthma, and bronchospasms."
DB01102,Arbutamine,http://en.wikipedia.org/wiki/Arbutamine,2021-05-07,,,
DB11774,Pazufloxacin,http://en.wikipedia.org/wiki/Pazufloxacin,2021-02-21,,,
DB12506,Fenamole,,2021-02-21,,,
DB11127,Selenious acid,http://en.wikipedia.org/wiki/Selenous_acid,2022-05-02,,"An ingredient found in supplements, vitamins, nutrition for patients unable to eat, and dandruff shampoos.","An ingredient found in supplements, vitamins, parenteral nutrition, and dandruff shampoo."
DB07153,"6-methyl-5-[3-methyl-3-(3,4,5-trimethoxyphenyl)but-1-yn-1-yl]pyrimidine-2,4-diamine",,2020-06-12,,,
DB11637,Delamanid,http://en.wikipedia.org/wiki/Delamanid,2021-10-07,"['adolescent', 'adult', 'pediatric']",An antibiotic used to treat resistant forms of tuberculosis.,An antibiotic used to treat multidrug resistant tuberculosis.
DB07044,"3-bromo-N'-[(1E)-(3,5-dibromo-2,4-dihydroxyphenyl)methylidene]benzohydrazide",,2020-06-12,,,
DB01461,Dimenoxadol,http://en.wikipedia.org/wiki/Dimenoxadol,2021-02-21,,,
DB11051,Azficel-T,,2021-02-21,['adult'],A medication used to treat some types of mild to moderate wrinkles on the face.,A medication composed of fibroblasts used to treat moderate to severe nasolabial wrinkles.
DB16187,C-peptide,http://en.wikipedia.org/wiki/C-peptide,2020-12-20,,,
DB08555,"1-(3-bromophenyl)-7-chloro-6-methoxy-3,4-dihydroisoquinoline",,2020-06-12,,,
DB15295,Tenalisib,,2021-02-21,,,
DB15669,Fezolinetant,http://en.wikipedia.org/wiki/Fezolinetant,2021-02-21,,,
DB11568,Insulin tregopil,,2021-03-16,,,
DB08847,Hydroxyproline,http://en.wikipedia.org/wiki/Hydroxyproline,2020-06-12,,,
DB11701,Amenamevir,http://en.wikipedia.org/wiki/Amenamevir,2021-02-21,,,
DB03268,RU82197,,2020-06-12,,,
DB12195,VP-14637,,2020-06-12,,,
DB08692,D-1-(4-chlorophenyl)-2-(acetamido)ethane boronic acid,,2020-06-12,,,
DB07610,"1,2-Dihydroxynaphthalene",,2020-06-12,,,
DB06393,Xaliproden,http://en.wikipedia.org/wiki/Xaliproden,2021-02-21,,,
DB08280,"(1S,3R,4S,5S,7S)-4-{[2-(4-METHOXYPHENOXY)-2-METHYLPROPANOYL]AMINO}ADAMANTANE-1-CARBOXAMIDE",,2020-06-12,,,
DB08426,"THIENO[3,2-B]PYRIDINE-2-SULFONIC ACID [2-OXO-1-(1H-PYRROLO[2,3-C]PYRIDIN-2-YLMETHYL)-PYRROLIDIN-3-YL]-AMIDE",,2020-06-12,,,
DB13881,Tisagenlecleucel,http://en.wikipedia.org/wiki/Tisagenlecleucel,2022-05-02,['adult'],A medication used to treat some types of cancer that affects the immune system.,A CAR T cell therapy for relapsed or refractory large B-cell lymphoma and diffuse large B-cell lymphoma.
DB01176,Cyclizine,http://en.wikipedia.org/wiki/Cyclizine,2022-05-02,,A medication used to reduce nausea and vomiting caused by motion sickness or a medical condition.,"An antihistamine and antiemetic drug used for the prevention and treatment of nausea, vomiting, and dizziness associated with motion sickness, and vertigo."
DB09379,Sutilain,,2022-02-03,,,
DB12155,Napabucasin,,2021-02-21,,,
DB15663,Grapefruit oil,,2020-06-12,,,
DB13292,Pimethixene,http://en.wikipedia.org/wiki/Pimethixene,2021-02-21,,,
DB03826,"5,6-Diaminouracil",,2020-06-12,,,
DB13454,Nicomorphine,http://en.wikipedia.org/wiki/Nicomorphine,2021-02-21,,,
DB00671,Cefixime,http://en.wikipedia.org/wiki/Cefixime,2022-05-02,,An antibiotic used to treat a wide variety of infections in the body.,A third generation cephalosporin used to treat susceptible Gram negative and Gram positive bacterial infections.
DB14040,Eptinezumab,http://en.wikipedia.org/wiki/Eptinezumab,2021-07-02,['adult'],A quarterly injection used to prevent migraine headaches.,A monoclonal antibody directed against CGRP infused every 3 months for the preventive treatment of migraine in adults.
DB10419,Solenopsis invicta,http://en.wikipedia.org/wiki/Solenopsis_invicta,2020-06-12,,An extract from Solenopsis invicta used in allergy testing.,An extract from Solenopsis invicta used in allergy testing.
DB07624,"1-{[(3R)-3-methyl-4-({4-[(1S)-2,2,2-trifluoro-1-hydroxy-1-methylethyl]phenyl}sulfonyl)piperazin-1-yl]methyl}cyclopropanecarboxamide",,2020-06-12,,,
DB02582,(6Z)-6-{[(1Z)-1-{[(1R)-1-Carboxy-2-methyl-2-propen-1-yl]imino}-1-hydroxy-3-sulfanyl-2-propanyl]imino}-6-hydroxynorleucine,,2020-08-01,,,
DB11571,Human thrombin,,2022-03-17,['adult'],A medication used to stop minor bleeding.,A platelet activating factor used to treat minor bleeding.
DB01475,Dioxaphetyl butyrate,http://en.wikipedia.org/wiki/Dioxaphetyl_butyrate,2021-02-21,,,
DB01571,3-Methylfentanyl,http://en.wikipedia.org/wiki/3-Methylfentanyl,2020-06-12,,,
DB03536,Benzyl N-[(2S)-5-(diaminomethylamino)-1-[[(2S)-4-fluoro-3-oxobutan-2-yl]amino]-1-oxopentan-2-yl]carbamate,,2020-06-12,,,
DB13204,Dimethyl carbate,http://en.wikipedia.org/wiki/Dimethyl_carbate,2020-06-12,,,
DB04764,[4-(3-AMINOMETHYL-PHENYL)-PIPERIDIN-1-YL]-(5-PHENETHYL- PYRIDIN-3-YL)-METHANONE,,2020-06-12,,,
DB05084,Abaloparatide,http://en.wikipedia.org/wiki/Abaloparatide,2021-12-24,,A medication used to treat osteoporosis in postmenopausal women at high risk of fracture.,A parathyroid hormone-related protein (PTHrP) analog used for the treatment of osteoporosis in postmenopausal women with a high risk of fracture.
DB16340,Tetrafluoroborate,http://en.wikipedia.org/wiki/Tetrafluoroborate,2020-12-20,,,
DB14978,MIP-1095 I-131,,2020-06-12,,,
DB11619,Gestrinone,http://en.wikipedia.org/wiki/Gestrinone,2021-02-21,,,
DB05626,Retaspimycin,,2021-02-21,,,
DB05465,Tandutinib,,2021-02-21,,,
DB06864,"2-(3-CARBOXYPROPIONYL)-6-HYDROXY-CYCLOHEXA-2,4-DIENE CARBOXYLIC ACID",,2020-06-12,,,
DB06280,Senicapoc,http://en.wikipedia.org/wiki/Senicapoc,2021-02-21,,,
DB14499,Potassium sulfate,http://en.wikipedia.org/wiki/Potassium_sulfate,2021-02-21,['adult'],A laxative used to clear the colon before a colonoscopy.,An osmotic laxative used to cleanse the colon before a colonoscopy.
DB15632,Zalifrelimab,,2021-02-21,,,
DB08534,"5-(2-fluorophenyl)-N-(pyridin-4-ylmethyl)pyrazolo[1,5-a]pyrimidin-7-amine",,2020-06-12,,,
DB06326,Latiglutenase,,2021-02-21,,,
DB16583,Pelargonium sidoides root,,2021-05-05,,A plant product used to treat the common cold.,A plant product used to treat the common cold.
DB00910,Paricalcitol,http://en.wikipedia.org/wiki/Paricalcitol,2021-04-03,,A medication used to treat a gland condition.,A vitamin D analog used to treat hyperparathyroidism associated with stage 3 or greater chronic kidney disease.
DB09512,Simethicone,http://en.wikipedia.org/wiki/Simeticone,2022-05-02,,A medication used to relieve pain and discomfort caused by excess gas in the digestive tract.,"An anti-flatulence agent used to relieve pressure, bloating, and symptoms referred to as gas."
DB13091,Tiropramide,http://en.wikipedia.org/wiki/Tiropramide,2021-06-12,,A medication used to treat cramps and pain of the digestive system.,A medication indicated in the treatment of spastic pain of the gastrointestinal system.
DB07801,N-butyl-3-{[6-(9H-purin-6-ylamino)hexanoyl]amino}benzamide,,2020-06-12,,,
DB11671,AZD-4877,,2020-06-12,,,
DB11087,Pyrethrum extract,,2021-02-21,,"A medication used to treat head, pubic, and body lice.","A chrysanthemum flower extract used to treat head, pubic, and body lice."
DB15302,2-fluorofucose,,2020-06-12,,,
DB14916,Selonsertib,,2021-02-21,,,
DB01584,Thyroglobulin,http://en.wikipedia.org/wiki/Thyroglobulin,2021-02-21,,,
DB00153,Ergocalciferol,http://en.wikipedia.org/wiki/Ergocalciferol,2022-05-02,,A vitamin found in many supplement products.,A vitamin found in many supplement products.
DB00375,Colestipol,http://en.wikipedia.org/wiki/Colestipol,2022-05-02,,A medication used along with diet changes and exercise to lower the levels of cholesterol in the body.,A bile acid sequestrant used as an adjunct to diet and exercise to reduce LDL-C cholesterol levels in patients with primary hypercholesterolemia.
DB03019,"4-(2,5-Dichloro-Thiophen-3-Yl)-Pyrimidin-2-Ylamine",,2020-06-12,,,
DB13458,Thebacon,http://en.wikipedia.org/wiki/Thebacon,2021-02-21,,,
DB13763,Aurotioprol,http://en.wikipedia.org/wiki/Aurotioprol,2020-06-12,,,
DB04568,5-Aminoimidazole Ribonucleoside,,2020-06-12,,,
DB13329,Guaiazulen,,2020-06-12,,,
DB15869,Platelet Lysate,,2020-09-22,,,
